date,interval,hour,actual_net_kw,forecast_net_kw,planned_grid_kw,emergency_kw
2025-06-21,76,12.666666666666666,-4630.1281,-3129.2186000000006,0.0,0.0
2025-06-21,77,12.833333333333334,-4361.59,-2841.9925000000003,0.0,0.0
2025-06-21,78,13.0,-3582.9478999999997,-2442.4888000000005,0.0,0.0
2025-06-21,79,13.166666666666666,-3492.3077000000003,-2269.3304,0.0,0.0
2025-06-21,80,13.333333333333334,-3751.5974999999994,-2249.6925,0.0,0.0
2025-06-21,81,13.5,-2865.5227999999993,-2020.6738000000005,0.0,0.0
2025-06-21,82,13.666666666666666,-2149.5168000000003,-1856.3345000000002,0.0,0.0
2025-06-21,83,13.833333333333334,-2094.3499999999995,-1879.3749999999998,0.0,0.0
2025-06-21,84,14.0,-1893.9072999999999,-1913.8801000000005,0.0,0.0
2025-06-21,85,14.166666666666666,-1732.0658999999998,-1854.1567,0.0,0.0
2025-06-21,86,14.333333333333334,-1730.7474999999997,-1669.6624999999997,0.0,0.0
2025-06-21,87,14.5,-1737.2093999999993,-1392.8782999999994,0.0,0.0
2025-06-21,88,14.666666666666666,-1796.7965000000002,-1090.9334,0.0,0.0
2025-06-21,89,14.833333333333334,-1800.7824999999998,-817.8475000000005,0.0,0.0
2025-06-21,90,15.0,-1540.9204000000007,-602.1412000000005,0.0,0.0
2025-06-21,91,15.166666666666666,-1228.7289999999996,-448.3099000000004,0.0,0.0
2025-06-21,92,15.333333333333334,-935.6000000000004,-201.89499999999953,87.23000000000047,0.0
2025-06-21,93,15.5,-543.9376999999995,278.1848000000002,520.3624000000002,0.0
2025-06-21,94,15.666666666666666,-163.97389999999996,499.37929999999983,744.9746999999995,0.0
2025-06-21,95,15.833333333333334,162.02999999999997,550.6725000000004,750.1874999999993,0.0
2025-06-21,96,16.0,471.4293,956.0888999999995,1130.3685000000003,0.0
2025-06-21,97,16.166666666666668,619.2257999999999,1062.5044999999998,1387.2638999999986,0.0
2025-06-21,98,16.333333333333332,635.4450000000002,1033.5124999999998,1252.5474999999994,0.0
2025-06-21,99,16.5,692.5442,1637.1579000000002,2007.6724999999997,0.0
2025-06-21,100,16.666666666666668,657.7180999999994,1661.4949000000006,1928.795200000001,0.0
2025-06-21,101,16.833333333333332,616.6874999999997,1180.4725000000005,1349.887499999999,0.0
2025-06-21,102,17.0,855.7646,1525.4914999999996,1672.3592999999998,0.0
2025-06-21,103,17.166666666666668,1276.7699999999998,1925.2989999999998,2239.2674000000015,0.0
2025-06-21,104,17.333333333333332,1733.8074999999997,1980.2100000000005,2366.3500000000004,0.0
2025-06-21,105,17.5,2120.821,2104.0013999999996,2392.4093,0.0
2025-06-21,106,17.666666666666668,2293.9255,2299.2065,2428.1735,0.0
2025-06-21,107,17.833333333333332,2315.4100000000003,2515.7725,2677.0325,0.0
2025-06-21,108,18.0,2414.1542,2750.5211,0.0,0.0
2025-06-21,109,18.166666666666668,2619.7485000000006,2950.3928,3123.7969000000003,0.0
2025-06-21,110,18.333333333333332,2890.09,3136.2599999999993,2562.5443663638457,0.0
2025-06-21,111,18.5,3180.7749999999996,3371.5834999999997,3606.222466935106,0.0
2025-06-21,112,18.666666666666668,3512.7281000000003,3548.624,0.0,0.0
2025-06-21,113,18.833333333333332,3844.957499999999,3668.399999999999,0.0,0.0
2025-06-21,114,19.0,4004.9442,3806.9784,0.0,0.0
2025-06-21,115,19.166666666666668,3703.4815,3826.4700000000003,0.0,0.0
2025-06-21,116,19.333333333333332,3293.4799999999996,3686.4799999999996,0.0,0.0
2025-06-21,117,19.5,3492.5253999999995,3569.6440999999995,0.0,0.0
2025-06-21,118,19.666666666666668,3490.4325,3470.8194000000003,0.0,0.0
2025-06-21,119,19.833333333333332,3189.6199999999994,3506.94,0.0,0.0
2025-06-21,120,20.0,3348.2366,3809.9314999999997,0.0,0.0
2025-06-21,121,20.166666666666668,3725.1884,3890.9716,0.0,0.0
2025-06-21,122,20.333333333333332,3960.13,3770.5999999999995,0.0,0.0
2025-06-21,123,20.5,3881.8244999999997,3932.4897999999994,0.0,0.0
2025-06-21,124,20.666666666666668,3513.6717,4058.3314,4289.3517,0.0
2025-06-21,125,20.833333333333332,3160.32,3918.77,4151.09,0.0
2025-06-21,126,21.0,3214.7105999999994,3614.0096,3882.598799999999,0.0
2025-06-21,127,21.166666666666668,3489.1028999999994,3370.7920999999997,3663.8923999999993,0.0
2025-06-21,128,21.333333333333332,3713.49,3342.5799999999995,3553.2,160.2900000000002
2025-06-21,129,21.5,3715.4476999999997,3493.8804999999998,3742.170799999999,0.0
2025-06-21,130,21.666666666666668,3460.6767999999997,3460.6217999999994,3701.5299,0.0
2025-06-21,131,21.833333333333332,3169.68,3267.4399999999996,8533.869999999999,0.0
2025-06-21,132,22.0,3161.2424,3261.2988,8558.450499999999,0.0
2025-06-21,133,22.166666666666668,3268.4465,3218.1699,3492.0238,0.0
2025-06-21,134,22.333333333333332,3317.19,3190.1899999999996,8459.349999999999,0.0
2025-06-21,135,22.5,3281.0391,3472.9638999999997,8758.1286,0.0
2025-06-21,136,22.666666666666668,3250.7573999999995,3653.9268999999995,8895.678,0.0
2025-06-21,137,22.833333333333332,3190.3899999999994,3463.2299999999996,8648.18,0.0
2025-06-21,138,23.0,2998.9363,3048.478,7268.671708802901,0.0
2025-06-21,139,23.166666666666668,2920.9743,2905.5899,8092.939900000001,0.0
2025-06-21,140,23.333333333333332,2989.3,3071.94,8257.779999999999,0.0
2025-06-21,141,23.5,3024.571,3193.2655,8408.9264,0.0
2025-06-21,142,23.666666666666668,3193.3141,3497.8212999999996,3733.2963999999997,0.0
2025-06-21,143,23.833333333333332,3636.14,3929.38,4065.4500000000003,0.0
2025-09-23,0,0.0,3421.106,3937.1457999999993,9050.38981040024,0.0
2025-09-23,1,0.16666666666666666,3361.9091,4000.4017,9136.0114,0.0
2025-09-23,2,0.3333333333333333,3388.6,3751.36,3941.21,0.0
2025-09-23,3,0.5,3591.0535,3531.7830999999996,3630.698199999999,0.0
2025-09-23,4,0.6666666666666666,3639.0638999999996,3436.6857,3553.7030999999997,85.36080000000015
2025-09-23,5,0.8333333333333334,3538.62,3454.54,3674.2819076649816,0.0
2025-09-23,6,1.0,3584.1201,3517.2378,3620.496199999999,0.0
2025-09-23,7,1.1666666666666667,3479.8299999999995,3497.5299,3617.965196014289,0.0
2025-09-23,8,1.3333333333333333,3316.08,3422.74,3550.0599999999995,0.0
2025-09-23,9,1.5,3504.3200999999995,3457.0953999999997,3598.1868999999992,0.0
2025-09-23,10,1.6666666666666667,3611.1696999999995,3628.0074999999997,3748.7536,0.0
2025-09-23,11,1.8333333333333333,3543.6399999999994,3727.7699999999995,3937.372656621529,0.0
2025-09-23,12,2.0,3627.3783,3520.7313999999997,3733.2919999999995,0.0
2025-09-23,13,2.1666666666666665,3646.7972999999997,3436.0535,3600.055199999999,46.74210000000062
2025-09-23,14,2.3333333333333335,3569.92,3624.55,3718.2190063533562,0.0
2025-09-23,15,2.5,3591.0743999999995,3799.684,3927.4195,0.0
2025-09-23,16,2.6666666666666665,3523.6786,3729.9252999999994,3849.717399999999,0.0
2025-09-23,17,2.8333333333333335,3402.0299999999997,3599.3999999999996,3847.9399999999996,0.0
2025-09-23,18,3.0,3470.8795999999998,3766.8381,3925.8708000000006,0.0
