date,planned_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_energy_kwh,grid_energy_kwh,minimum_soc_kwh,solve_seconds
2025-02-25,47135.8803889487,-1716.8076491870186,8575.207136584206,53994.27987634589,2088.266753153809,70445.30286321082,1200.0000000000023,0.24254339991603047
2025-02-26,42808.72804017429,2543.6507692065943,7308.373753054011,52660.75256243489,1820.619599118529,73320.82498114351,1200.000000000004,0.34929910011123866
2025-02-27,43410.410655219224,892.8411460828521,7669.856050391418,51973.107851693494,1777.419458214089,71226.81802919669,1200.0000000000011,0.3825881000375375
2025-02-28,15720.705483106904,142.57798774665196,7745.565436177132,23608.84890703069,1863.9909675074016,30226.850194327708,1199.9999999999964,0.36879180010873824
2025-03-01,19237.27703406643,73.42507016073704,6397.484771468768,25708.186875695934,1411.2655447413458,37605.97054171946,1200.0000000000011,0.4318310000235215
2025-03-02,49887.55713163232,44.4093000081825,7308.354139258673,57240.32057089917,1642.7373547513398,80150.89405796345,1200.0000000000007,0.35145469987764955
2025-03-03,50873.822663433326,-1059.4005033748522,9399.506533112006,59213.92869317048,2335.9925485365006,76238.04327040914,1200.000000000001,0.2506184000521898
2025-03-04,45138.27997946477,311.3484730530381,9674.616187408623,55124.24463992644,2492.6185444789726,73917.87158493418,1199.9999999999993,0.32944820006377995
2025-03-05,47264.07614356401,-1874.6156728320739,10091.622419644245,55481.08289037619,2502.6970331941557,70794.50506333717,1200.000000000001,0.3896553000668064
2025-03-06,43986.228587246194,777.2537639611268,5273.550952254794,50037.033303462114,1481.6011207880283,71617.49686486559,1199.9999999999995,0.282075299997814
2025-03-07,16173.80729479785,20.4841414064731,8247.18603688302,24441.477473087343,2094.878225355769,29802.16513425378,1200.0000000000005,0.46139419998507947
2025-03-08,15149.134094600266,724.75292159626,5664.22582119273,21538.112837389257,1511.6422258932507,30019.36522925285,1200.0,0.3343948001274839
2025-03-09,46321.0790654773,-492.9089382614771,10000.902999844473,55829.0731270603,2545.8381353839773,70380.0467520291,1200.0,0.2870398999657482
2025-03-10,42461.585758791705,2775.233868305564,7259.1411049621875,52495.96073205946,2068.5954637142986,72358.015310607,1200.0000000000005,0.2736310000764206
2025-03-11,37734.70485786311,6553.685009322651,7928.349625435694,52216.739492621455,1912.1863573598127,68548.45348436663,1200.0000000000011,0.2884870000416413
2025-03-12,43368.78423018966,617.8387909136818,6681.153202407922,50667.77622351126,1888.356387797261,66292.2333520912,1200.0000000000023,0.32950110000092536
2025-03-13,43026.224860380134,552.2084010466651,8820.517995485014,52398.95125691181,1974.8710292516848,71342.49857140087,1199.9999999999977,0.30005060008261353
2025-03-14,13259.663709820094,1413.2743927583047,4552.885433243755,19225.823535822154,1255.4281297566718,26910.713468204747,1200.0000000000002,0.37576279998756945
2025-03-15,14890.810062782992,1004.998772619166,4496.14069781684,20391.949533218998,1124.2311468013718,30216.963877517323,1200.0,0.5770449000410736
2025-03-16,43398.27740252481,1891.4742467253652,5472.953043308589,50762.704692558764,1501.2340924606333,73273.79865185023,1199.9999999999998,0.44112370000220835
2025-03-17,38176.238459533204,867.6832847634421,12411.407444851595,51455.329189148244,2908.4059326821985,60483.94460317561,1199.9999999999995,0.4278598998207599
2025-03-18,43989.38186294584,-2121.7288906396657,7177.828543897938,49045.48151620411,1714.217483301608,65504.66306103328,1200.0000000000023,0.307688899920322
2025-03-19,36313.53331376248,4592.993070261801,7585.218286105703,48491.74467012998,2053.242873460974,64574.65779433045,1200.0,0.31372529990039766
